bolso,12,10,0,4,3,3,7,7
bomba,7,2,0,2,0,1,1,10
bondade,2,1,1,2,1,1,2,3
boneca,6,2,0,5,5,9,2,7
boneco,2,0,0,0,1,2,2,5
bonfim,2,0,0,2,6,5,2,1
bonita,78,18,3,37,45,49,44,54
bonitas,4,1,0,3,4,1,2,9
bonitinha,6,1,0,2,6,8,1,7
bonitinho,7,0,0,2,4,6,5,5
bonito,57,15,0,42,40,33,37,55
bonitos,1,1,1,1,0,2,0,4
bons,12,6,0,0,4,4,4,8
bonzinho,0,0,0,3,3,3,2,2
boquinha,4,4,0,0,2,1,1,3
bora,10,9,0,1,0,0,0,4
borboleta,1,0,0,1,1,3,1,3
borboletas,2,2,0,0,1,5,1,0
bossa,2,0,0,5,2,0,0,1
bota,43,18,5,26,26,20,30,38
botando,12,4,0,1,4,13,9,13
botar,30,14,3,18,11,21,9,26
botava,0,1,1,1,2,0,1,7
bote,15,2,0,8,10,10,8,16
boteco,5,4,0,0,0,0,3,2
botei,8,2,0,11,7,2,6,12
botequim,1,0,0,3,3,1,2,0
boto,17,9,0,14,6,8,12,14
botou,6,4,0,5,4,13,5,5
botão,7,3,0,8,4,6,4,9
boy,3,6,0,0,0,1,2,3
br,8,0,0,2,0,0,0,1
braba,2,1,0,6,3,0,1,2
brabo,2,4,0,3,3,4,3,8
branca,22,5,0,22,15,20,9,14
branco,18,6,0,16,6,15,14,13
bras,5,0,0,3,2,3,6,1
brasa,16,5,1,8,8,8,17,18
brasil,20,10,2,25,24,33,24,31
brasileira,10,0,0,6,6,4,7,0
brasileiro,21,3,0,8,15,18,13,23
bravo,1,3,0,4,2,2,6,5
braço,10,5,0,12,9,11,8,12
braços,143,44,0,19,30,50,56,128
brejo,3,0,0,8,4,3,1,2
breu,3,1,0,0,1,0,5,0
briga,39,25,2,19,15,20,21,22
brigamos,8,3,0,0,2,0,2,5
brigando,13,3,0,2,1,2,1,7
brigar,27,10,1,11,8,6,7,20
brigas,28,7,0,0,0,2,1,22
brigo,2,0,0,2,1,1,0,4
brigou,6,1,1,4,4,4,4,3
briguei,5,3,0,1,0,2,1,4
brilha,22,6,0,3,3,8,11,14
brilham,6,0,0,0,1,3,3,10
brilhando,10,4,0,1,4,7,2,7
brilhante,3,0,0,2,4,7,5,0
brilhar,34,8,0,0,8,6,7,25
brilho,46,13,0,1,6,15,15,47
brilhou,9,2,0,1,0,3,1,6
brinca,8,8,0,6,8,13,10,9
brincadeira,48,23,3,30,36,36,30,55
brincadeiras,2,0,0,1,1,2,1,2
brincando,11,3,0,4,5,4,7,10
brincar,47,16,2,17,29,37,19,39
brincava,9,0,0,1,4,1,1,9
brinco,3,1,0,0,1,7,4,0
brincou,26,10,0,1,0,0,2,18
brinquedo,20,8,0,6,4,9,5,22
brinquei,4,2,0,1,1,2,0,9
brisa,22,9,0,2,4,8,11,15
brota,1,0,0,2,2,2,2,2
brotar,5,1,0,2,4,4,2,1
bruto,0,2,0,2,1,0,2,3
buchada,1,1,0,4,2,1,1,5
bucho,2,1,0,5,4,5,11,7
bulir,2,1,0,2,2,1,4,1
bull,5,4,0,0,0,0,0,2
bum,3,1,0,2,0,0,0,5
bumba,4,0,0,2,0,5,1,0
bumbum,6,21,0,0,0,0,2,5
bumbá,4,0,0,2,0,1,5,0
bunda,3,8,0,0,2,1,6,5
bundinha,5,3,0,0,1,1,1,11
buquê,4,1,0,1,0,2,0,3
buraco,9,0,0,5,7,4,8,6
burro,5,0,0,7,5,0,5,9
busca,19,2,0,5,4,7,8,22
buscando,9,3,0,1,2,3,0,4
buscar,45,21,1,18,18,16,19,40
buscava,7,2,0,0,0,0,0,3
busquei,4,1,0,0,0,0,0,5
buzina,4,0,0,3,5,0,2,3
by,7,1,0,0,0,0,0,2
bye,13,5,0,0,1,1,1,6
bêbo,4,1,0,7,1,1,0,2
bênção,1,4,0,2,0,0,0,4
ca,29,13,2,15,6,10,15,28
caatinga,1,1,0,3,2,5,4,1
caba,2,0,1,2,1,0,2,3
cabaré,14,4,0,2,0,0,3,8
cabaça,3,0,0,0,1,0,3,5
cabe,13,3,1,1,3,1,8,8
cabeleira,2,0,0,0,0,5,1,2
cabelo,43,29,2,9,12,21,16,21
cabelos,18,2,2,6,11,18,8,13
cabeludo,1,0,0,4,2,6,2,1
cabeça,116,36,2,32,24,41,47,82
cabeças,4,0,0,0,1,4,2,1
cabo,6,2,0,15,7,1,7,2
cabocla,3,0,0,5,1,2,3,4
caboclo,11,2,0,13,6,6,5,21
cabra,51,8,0,59,57,50,36,55
cabras,1,2,0,8,5,5,2,5
cabrocha,1,0,0,4,1,0,2,1
cacau,1,0,0,3,2,2,0,2
cacete,2,0,0,3,2,0,8,1
cachaceiro,2,2,0,0,0,0,2,4
cachaça,30,24,6,17,15,15,25,22
cachimbo,0,0,0,4,2,0,5,0
cacho,0,1,0,2,1,2,1,3
cachoeira,12,2,0,4,5,3,8,7
cachorro,10,13,1,9,9,8,16,11
cacimba,3,0,0,2,0,10,4,11
cadeia,4,1,0,3,2,4,4,2
cadeira,7,4,0,7,3,6,3,3
cadeiras,3,0,0,5,1,4,2,6
cadente,6,2,0,0,1,3,4,5
cadê,30,11,2,16,11,14,14,22
cadência,2,0,0,3,1,2,0,1
caem,5,2,0,0,0,0,1,4
caetano,1,0,0,2,1,3,1,1
cafuné,4,1,0,1,2,7,9,4
café,15,12,0,17,12,19,13,28
cai,52,14,0,31,23,23,26,58
caia,17,3,0,5,4,7,3,9
caiana,1,0,0,1,1,5,2,1
caindo,16,3,0,2,4,6,6,14
caio,9,7,0,3,2,1,2,3
cair,64,27,2,22,21,33,21,42
cais,6,1,1,1,0,5,1,4
caiu,24,11,1,14,11,15,10,21
caixa,10,2,0,1,1,1,2,3
caixão,1,0,0,3,7,2,1,0
caju,4,0,0,7,8,4,20,9
cajueiro,3,1,0,5,3,3,1,2
cajá,1,0,0,3,0,5,1,1
cala,14,3,0,1,1,5,3,9
calada,8,7,0,1,1,3,5,11
calado,18,4,0,4,4,8,8,11
calafrio,1,1,0,0,0,4,2,4
calango,1,1,0,6,1,2,3,5
calar,11,6,0,1,2,5,2,4
calcanhar,1,0,0,1,0,4,1,2
calcinha,5,1,0,0,0,0,3,6
caldo,0,1,0,3,0,1,4,4
calei,3,2,0,0,0,0,3,1
calendário,1,1,0,0,2,2,0,4
calma,21,9,0,5,0,6,7,13
calo,5,3,1,3,5,1,2,7
calor,146,37,2,14,25,44,64,136
calou,5,0,0,2,0,0,0,5
calypso,13,6,0,0,0,0,0,0
calça,7,3,1,7,5,8,8,6
calçada,10,2,1,5,2,6,11,12
calçadas,6,2,0,0,0,5,1,1
cama,149,100,11,14,20,49,33,128
camarada,1,0,0,6,9,7,6,6
camarão,4,0,0,5,1,1,2,3
caminha,3,1,0,1,4,7,0,2
caminhada,3,1,0,0,1,1,3,4
caminhando,7,1,0,5,6,5,1,9
caminhar,29,3,0,8,5,9,9,15
caminhos,18,5,0,2,3,10,5,23
caminhão,8,4,2,7,12,4,9,16
camisa,9,2,0,5,2,7,12,5
campeão,5,2,3,3,2,5,12,16
campina,0,2,0,10,7,11,6,10
campinas,1,0,0,3,4,3,1,1
campo,14,2,2,10,1,12,17,13
campos,2,0,0,3,4,3,2,4
cana,12,4,1,8,15,23,15,12
cancela,3,2,0,3,2,3,3,3
candeeiro,8,1,0,6,16,18,5,5
candieiro,2,0,0,4,3,3,1,3
candomblé,0,1,0,2,3,2,1,0
caneco,1,0,0,2,1,1,1,3
canela,9,2,1,4,1,6,6,6
caneta,2,0,0,0,3,2,2,1
cangaceiro,4,0,0,4,0,2,4,2
cangaço,2,0,0,3,1,5,1,4
cangote,20,2,2,7,11,17,10,8
canhão,3,0,0,2,1,3,0,2
canivete,1,0,0,4,1,3,1,2
canjica,0,2,0,4,6,4,1,2
cano,1,0,0,6,7,6,4,2
canoa,5,1,0,4,5,4,5,5
cansa,8,3,0,4,8,7,2,10
cansada,16,4,0,6,1,1,3,14
cansado,29,6,2,11,13,18,13,23
cansados,2,0,0,0,3,1,2,1
cansar,8,5,0,2,5,3,3,7
cansaço,6,2,0,2,5,5,4,11
cansei,49,27,2,3,2,5,2,30
canseira,1,1,0,1,1,2,0,3
canso,12,2,0,2,2,4,4,9
cansou,16,6,0,5,1,4,0,4
canta,39,8,0,31,46,30,26,23
cantada,4,2,0,0,1,2,2,6
cantador,18,3,0,21,15,22,24,14
cantam,2,0,0,2,3,0,4,2
cantando,31,6,0,48,28,41,17,29
cantar,108,21,3,65,63,77,66,79
cantava,5,1,0,13,9,6,2,6
cante,4,1,0,4,2,5,6,2
cantei,5,2,0,7,6,8,4,7
cantiga,0,0,0,4,1,11,6,4
cantigas,0,0,0,0,1,5,1,2
cantinho,14,2,1,2,6,8,6,10
canto,80,21,0,50,53,73,43,65
cantor,3,1,1,2,8,5,2,12
cantoria,7,0,0,2,2,2,1,5
cantos,5,4,0,4,0,8,6,8
cantou,7,0,0,12,13,10,8,11
canário,2,0,0,3,6,4,2,6
canção,120,13,1,13,15,30,30,83
canções,8,4,0,2,2,6,3,7
capa,0,2,0,1,1,0,2,4
capaz,59,20,1,6,8,4,4,31
capela,0,0,0,2,2,2,3,1
capim,5,1,0,7,4,5,10,6
capital,7,2,1,8,7,10,9,5
capitão,1,1,0,3,1,6,3,1
capoeira,1,1,0,7,3,8,0,3
capricha,2,0,0,2,0,0,3,3
capricho,3,1,0,2,4,1,3,4
caprichos,8,1,0,0,0,0,0,4
car,8,5,1,4,3,6,3,18
cara,146,92,10,29,31,31,42,100
caranguejo,1,1,0,3,4,2,2,2
caras,3,3,0,0,1,0,3,2
carente,31,23,3,0,2,6,9,32
careta,3,0,0,3,2,3,6,4
carga,4,0,0,1,0,1,2,3
caridade,3,0,0,1,3,5,0,2
carimbó,4,1,0,1,3,3,3,6
carinho,179,47,1,30,57,99,83,169
carinhos,41,4,0,3,4,9,11,35
carinhosa,7,1,0,2,1,4,1,9
carinhoso,8,3,0,2,3,3,5,6
carioca,4,0,0,3,1,1,1,1
cariri,0,1,0,9,2,0,1,4
carnaval,11,10,0,6,9,22,10,8
carne,13,1,0,16,7,14,10,11
carneiro,0,0,0,4,1,0,2,4
caro,6,7,0,3,3,0,2,8
carolina,2,0,0,2,1,1,2,5
carona,5,6,0,1,3,2,5,7
carrapato,4,1,0,2,3,1,4,0
carrega,3,2,0,6,3,4,1,2
carregado,5,0,0,1,3,2,3,7
carregando,1,2,0,2,3,5,1,3
carregar,10,1,0,2,4,2,3,2
carrego,5,4,0,4,2,4,3,3
carregou,3,3,0,4,3,2,4,2
carreira,3,2,0,9,7,8,8,14
carreiro,0,0,0,4,2,2,1,3
carro,60,42,2,14,15,13,21,43
carros,4,2,0,0,0,3,1,7
carrão,7,5,0,0,1,0,0,2
carta,17,4,0,3,7,7,3,14
cartas,18,4,0,0,2,6,1,13
cartaz,3,0,0,5,3,1,2,3
carteira,0,1,0,4,1,0,3,2
cartinha,0,0,0,7,4,3,0,1
cartão,6,9,0,0,0,3,2,5
caruaru,3,0,0,9,7,12,5,5
carvão,3,1,0,1,3,4,2,3
carência,1,11,0,0,0,2,1,2
casa,184,72,6,87,106,95,97,146
casada,4,4,0,5,2,2,3,3
casado,14,6,0,13,5,6,3,7
casados,4,1,0,1,1,0,0,2
casais,3,1,0,0,2,2,3,2
casal,9,6,0,3,5,4,4,11
casamento,21,7,0,18,11,7,6,20
casar,31,7,2,36,52,35,16,33
casas,2,1,0,1,2,1,0,3
casca,1,0,0,0,2,3,3,2
case,2,1,0,1,2,0,1,2
casei,3,0,1,6,2,2,4,7
casinha,6,5,0,6,4,9,2,10
caso,41,16,1,15,7,6,10,36
casou,3,0,0,15,9,5,3,5
castanha,2,0,0,0,2,1,11,3
castelo,7,5,0,2,4,4,2,8
castiga,3,0,0,3,3,5,2,1
castigando,3,0,0,2,2,3,0,1
castigar,1,1,1,5,3,1,1,2
castigo,43,13,2,8,8,10,17,44
catarina,2,0,0,0,2,0,2,4
catolé,1,0,0,1,6,0,3,3
causa,38,12,4,13,14,19,13,21
causando,3,2,0,1,0,4,1,2
causou,7,0,0,3,2,0,0,3
cavaleiro,4,0,0,3,1,6,2,2
cavaleiros,12,0,0,1,0,0,1,0
cavalheiro,3,2,0,8,7,12,2,2
cavalo,21,22,6,17,12,29,23,55
cavalos,2,1,1,0,0,2,2,3
caça,3,3,0,4,1,2,2,1
caçador,4,2,0,6,0,8,3,2
caçar,1,1,0,1,2,1,2,2
caçuá,0,1,0,2,3,1,1,2
cd,11,1,0,0,1,0,1,13
ceará,10,2,0,24,23,12,6,16
cebola,0,0,0,2,0,4,2,4
cedinho,5,1,0,4,7,3,6,10
cega,10,1,0,1,0,2,2,6
cego,18,6,0,6,6,11,10,16
ceia,4,0,0,0,1,2,1,1
cela,2,6,1,2,0,3,3,8
celular,43,32,1,0,1,0,4,10
cem,9,9,0,11,7,8,12,10
cemitério,1,0,0,2,4,1,0,1
cena,14,9,2,1,1,4,4,14
censura,5,1,0,1,2,0,1,3
centro,6,1,0,2,1,3,5,3
cenário,12,0,0,2,1,2,2,10
cerca,4,0,0,3,2,3,1,4
cercado,1,1,0,2,2,2,3,3
cerrado,4,1,0,0,1,2,0,1
certa,19,8,0,4,6,7,3,17
certas,5,1,0,3,0,0,0,1
certeiro,5,5,1,3,1,2,0,1
certo,69,49,2,24,15,22,21,49
cerveja,36,17,1,0,3,6,9,15
ceu,6,0,0,0,2,0,1,2
chama,105,37,8,17,19,37,44,89
chamada,5,1,0,0,0,4,2,2
chamado,5,1,1,2,3,9,6,4
chamam,9,4,0,6,2,3,3,6
chamando,32,14,1,8,8,11,13,19
chamar,67,29,3,16,16,24,16,47
chamas,3,4,0,0,1,1,0,3
chamava,4,1,0,4,1,1,1,6
chame,18,4,0,5,2,11,8,11
chamegando,4,0,0,0,2,2,1,2
chamegar,8,2,0,1,6,4,9,11
chamego,18,11,0,2,18,30,30,30
chameguinho,1,0,1,0,2,1,3,1
chamei,16,9,0,3,1,5,4,2
chamo,24,6,0,7,8,10,4,21
chamou,26,3,0,5,5,4,9,14
chance,93,28,3,1,1,3,7,56
chances,2,4,0,0,0,0,0,3
chapa,1,4,0,1,0,1,1,1
chapada,4,2,0,0,0,1,2,2
chapéu,13,6,1,26,19,17,16,18
charme,17,6,0,1,1,3,2,11
chato,5,0,0,3,3,3,2,2
chave,23,8,0,0,0,3,2,7
chefe,2,0,0,4,0,1,3,2
chega,159,52,1,36,61,67,65,126
chegada,7,0,0,1,3,5,3,10
chegado,5,1,0,0,4,1,0,0
chegam,1,0,0,1,4,3,1,2
chegamos,1,1,0,0,3,2,1,7
chegando,37,25,1,27,35,31,28,45
chegar,143,46,2,36,46,49,28,93
chegasse,3,1,0,2,1,0,4,2
chegava,2,3,0,6,7,4,2,14
chego,40,22,0,20,9,13,19,36
chegou,112,48,1,59,55,62,37,79
chegue,13,3,0,8,6,4,8,14
cheguei,28,16,1,15,14,12,9,20
cheia,48,6,0,13,14,15,29,28
cheinho,3,2,0,3,9,8,4,2
cheio,35,28,0,24,23,20,22,41
cheios,5,0,0,1,2,1,0,3
cheira,5,1,0,5,3,8,6,6
cheirando,3,1,0,2,6,9,5,6
cheirar,6,1,0,1,10,5,10,3
cheirinho,3,1,0,5,3,6,6,5
cheiro,124,39,5,17,31,49,72,106
cheirosa,11,1,0,9,3,4,4,4
cheiroso,4,4,0,1,4,4,0,5
chiado,3,0,0,0,4,2,3,2
chica,0,1,0,6,3,3,0,1
chiclete,3,1,0,0,4,0,2,4
chico,3,1,0,13,9,12,6,17
chicote,2,3,2,0,1,3,0,3
chifre,8,3,0,3,0,3,4,10
chinela,8,1,0,2,5,4,4,8
chinelo,13,1,0,2,5,3,6,6
chiqueiro,0,0,0,0,0,2,6,2
chiquinha,0,1,0,5,3,1,1,0
chita,4,0,0,1,1,1,1,1
chocalho,1,0,0,4,1,1,1,6
chocolate,2,3,1,0,1,0,3,0
chofer,0,0,0,3,3,0,0,4
chopp,4,2,0,1,0,1,1,1
choque,5,0,0,1,0,1,0,3
chora,94,51,3,29,31,40,28,83
choram,5,0,0,2,2,4,1,3
chorando,92,48,1,22,28,24,24,65
chorar,263,105,6,50,53,53,58,174
chorava,8,6,0,10,7,1,1,15
chore,11,1,1,4,3,7,1,5
chorei,78,13,2,8,9,4,10,41
chores,5,0,0,2,0,2,0,0
choro,49,21,3,11,13,22,26,47
choror,3,1,0,0,1,2,6,0
chorou,12,3,1,6,7,6,5,11
chorão,1,1,0,2,1,3,2,1
chove,5,5,0,14,3,2,2,1
chovendo,2,1,0,3,1,5,1,1
chover,19,6,0,19,15,15,8,5
choveu,1,0,0,7,6,7,1,2
chuchu,0,0,0,5,2,0,2,1
chupando,1,1,0,2,2,1,3,4
chupar,0,1,0,1,4,0,5,2
churrasco,1,4,0,0,1,0,3,1
chuta,4,1,0,4,1,1,3,1
chuva,86,29,2,49,26,46,23,53
chuvas,2,1,0,2,0,3,1,3
chuveiro,3,2,2,0,0,0,1,6
chá,9,2,0,3,5,3,7,7
chão,127,67,3,65,71,85,78,115
ci,55,20,1,8,10,18,10,33
cia,22,16,1,13,5,5,13,15
cias,17,6,0,1,0,6,3,19
cidade,53,21,3,36,35,54,36,49
cidadão,0,1,0,8,12,9,10,0
cigana,5,0,0,2,0,4,5,3
cigano,8,0,0,0,1,1,0,1
cigarra,1,0,0,4,3,3,0,0
cigarro,15,6,0,2,3,4,4,6
cil,74,34,0,5,4,17,19,86
cimento,4,2,0,2,1,0,4,4
cinema,11,1,0,2,5,3,5,8
cintura,12,5,0,11,12,18,18,11
cinturinha,6,0,0,0,3,2,1,5
cinza,3,0,0,2,1,4,0,1
cinzas,5,1,0,0,0,9,0,1
cio,30,9,0,11,6,12,11,23
cipó,4,0,0,2,4,2,5,5
ciranda,5,0,0,0,3,15,3,1
ciumento,2,1,0,2,2,2,1,1
ciço,2,0,0,9,4,3,4,7
ciência,3,1,0,3,3,4,1,3
clara,6,1,0,1,3,8,5,3
clareando,1,2,0,2,2,5,3,3
clarear,30,6,0,5,19,25,17,24
clareia,5,0,0,0,4,7,6,4
clareou,2,4,0,1,4,4,2,2
claridade,1,0,0,0,0,2,2,5
claro,18,9,1,1,7,14,7,16
clarão,5,0,0,4,12,10,3,4
clima,23,9,1,3,2,5,4,6
clube,2,2,0,3,3,3,4,2
co,8,3,0,11,7,6,7,9
cobertor,17,10,3,1,2,2,2,10
cobra,12,4,0,20,14,20,7,21
cobrar,6,5,0,2,0,2,2,4
cobre,5,0,0,4,1,1,6,4
cobrir,2,1,1,3,4,2,1,4
cocada,3,1,0,3,3,1,3,0
cochila,2,0,0,3,1,3,1,2
cochilando,0,0,0,2,5,5,1,5
cochilar,5,0,0,4,6,8,5,2
coco,12,3,1,23,44,13,20,15
coisas,100,28,4,25,21,17,9,88
coisinha,1,0,0,2,4,3,4,2
coitada,0,1,0,2,1,3,4,1
coitadinha,2,1,0,5,3,4,5,0
coitado,10,4,0,9,6,3,7,8
cola,18,7,0,0,2,1,11,17
coladinho,16,2,0,2,4,5,5,14
colado,16,5,0,0,1,4,1,8
colar,8,1,0,2,1,1,2,6
colchão,4,8,1,0,0,1,3,2
colega,1,0,0,1,2,3,2,0
colegas,2,1,1,0,4,2,1,3
colhe,5,1,1,2,1,1,2,2
colheita,1,1,0,4,2,2,2,0
colher,8,2,0,12,7,15,3,16
colo,36,16,2,6,15,9,17,34
coloca,4,1,0,0,0,2,2,1
colocar,6,6,0,0,0,0,0,6
colocou,0,4,0,1,0,2,1,5
coloque,2,4,0,1,0,2,1,4
coloquei,7,3,0,1,0,1,3,3
colorida,4,0,0,0,3,4,4,8
colorido,5,2,0,1,3,3,2,3
colorindo,1,0,0,0,0,4,2,3
coma,0,0,0,4,3,1,2,4
comadre,5,0,0,5,3,3,0,1
comanda,2,2,0,0,0,2,2,2
combina,3,4,0,0,1,1,1,3
combinado,5,6,0,0,0,0,0,2
come,10,0,0,21,25,14,18,16
comece,5,1,0,2,0,1,0,0
comecei,12,6,0,4,3,5,3,6
comemorar,12,2,0,0,2,2,3,8
comendo,11,4,0,7,7,4,6,11
comenta,4,2,0,1,1,1,1,2
comentando,5,5,0,2,2,0,1,1
comer,28,11,0,30,36,23,33,25
cometa,6,0,0,1,1,3,2,4
comeu,4,1,1,12,7,7,3,6
começa,43,19,0,18,24,29,20,27
começam,2,2,0,0,2,1,0,5
começamos,5,1,0,0,0,0,0,4
começando,8,4,1,0,2,3,1,5
começar,33,12,2,6,12,9,11,22
começaram,1,0,0,2,1,1,2,4
começo,36,10,1,14,8,12,11,32
começou,52,24,2,14,18,20,23,41
comi,1,1,0,1,3,4,0,1
comia,1,1,0,2,4,1,3,4
comida,18,2,0,10,13,10,15,11
comigo,316,107,10,44,60,78,91,242
compadre,3,0,0,6,11,8,2,5
compaixão,5,0,0,1,3,5,0,4
companheira,4,3,0,4,3,7,6,13
companheiro,10,1,0,8,4,7,6,11
companheiros,0,0,1,3,4,1,1,0
companhia,12,8,1,4,1,4,3,8
comparar,2,3,0,1,0,1,1,6
comparo,2,2,0,2,1,0,1,2
compartilhar,3,4,0,0,0,0,0,3
compasso,14,3,0,6,4,11,10,10
completa,6,2,0,1,0,2,2,11
completamente,6,3,0,0,0,0,3,10
completar,8,5,0,2,1,3,5,9
completo,3,2,0,2,0,0,0,6
completou,4,1,0,0,2,1,0,3
complica,4,3,0,0,0,0,0,2
complicada,2,3,0,0,0,1,0,3
complicado,18,7,0,0,0,1,1,7
complicar,0,4,0,0,1,1,2,4
compra,3,2,0,6,2,2,5,2
comprar,14,3,0,7,18,7,8,8
compreenda,3,0,0,1,1,0,0,4
compreende,2,0,0,3,2,1,1,2
compreender,10,1,1,0,2,4,6,17
comprei,9,6,2,11,9,4,7,10
compro,1,1,0,4,4,1,4,7
compromisso,15,9,0,3,1,2,3,6
comprou,2,2,0,5,7,5,2,3
computador,2,1,0,0,2,1,4,1
comum,14,1,0,3,3,4,1,4
conceição,2,0,0,4,3,3,3,2
concertina,3,1,0,4,5,4,1,5
conclusão,3,1,0,2,0,3,0,0
condenado,5,0,0,1,0,0,3,2
condição,6,1,0,1,1,7,4,5
conduz,7,0,0,0,1,2,2,6
condução,1,0,0,3,3,2,2,1
confessar,15,2,0,0,4,1,1,12
confesso,42,11,1,3,8,6,4,28
confia,4,2,0,0,1,1,1,4
confiança,4,2,0,1,3,3,1,7
confiar,3,3,0,1,0,0,1,4
confiei,1,2,0,0,0,0,3,4
confio,3,2,0,1,0,2,0,2
confissão,3,1,0,1,1,0,0,3
conformar,5,1,0,1,2,2,0,2
conforto,0,1,0,4,0,1,1,2
confunde,13,0,0,0,0,0,1,3
confundir,8,2,0,0,0,1,0,1
confuso,6,3,1,0,1,0,0,0
confusão,31,9,1,24,24,14,23,8
conhece,23,10,0,11,10,19,10,12
conhecemos,3,1,0,0,1,0,1,3
conhecer,42,11,1,6,11,12,8,27
conheceu,8,3,1,2,0,3,2,8
conheci,30,14,2,5,13,15,6,31
conhecia,2,1,0,2,1,1,0,5
conheço,18,13,0,15,14,9,21,20
conjunto,2,0,0,0,1,3,0,5
conquista,8,2,0,1,1,1,3,6
conquistador,4,1,1,2,0,3,1,5
conquistar,38,6,1,2,2,5,6,38
conquistei,5,2,0,0,0,1,0,1
conquistou,17,4,0,1,1,2,2,10
consciente,3,2,0,0,0,1,2,4
consciência,6,1,0,4,1,3,2,2
consegue,42,16,2,3,5,9,4,17
consegui,30,8,1,2,2,2,4,18
conseguia,2,3,0,0,1,1,2,1
conseguir,23,9,0,3,2,2,3,17
conseguiu,11,10,0,0,1,1,0,3
conselhos,5,5,1,0,0,0,0,5
consertar,7,3,0,0,1,2,2,2
considerado,1,0,0,4,1,2,1,1
consiga,7,1,0,0,0,1,0,1
consigo,167,33,4,4,16,15,18,144
consola,1,2,0,2,3,3,6,2
consolar,4,2,0,1,1,4,3,5
consolo,3,2,1,4,2,4,1,4
consome,8,2,0,5,1,2,2,5
construir,5,1,0,0,2,1,3,3
construção,3,0,0,2,3,1,4,1
consumindo,2,1,0,0,0,1,3,2
conta,64,29,2,13,23,31,20,65
contando,14,3,0,5,4,3,2,11
contar,70,17,1,27,21,25,14,40
contas,11,8,1,3,1,2,1,7
contato,6,2,0,1,0,1,0,1
conte,8,3,1,3,3,1,3,7
contei,8,0,0,3,1,3,2,2
contente,8,4,0,16,12,5,17,15
conter,6,0,0,1,3,3,2,12
contigo,99,25,0,5,14,21,29,119
continua,15,7,0,4,7,7,5,7
continuar,15,8,3,5,3,1,2,20
continuo,10,1,0,1,4,2,2,5
continuou,1,1,0,1,2,2,0,2
conto,28,13,1,8,7,5,7,26
contou,4,1,1,4,4,3,3,3
contramão,7,2,0,1,1,3,0,5
controla,3,2,0,0,3,0,0,1
controlar,22,7,0,3,3,3,9,25
controle,7,4,0,1,0,2,1,2
contrário,7,4,0,4,2,1,4,4
convencer,33,8,1,2,1,3,2,14
conversa,32,12,0,9,14,9,12,12
conversando,4,1,0,2,4,3,8,1
conversar,51,13,0,3,4,5,8,28
conversava,2,0,0,4,0,1,1,1
convida,4,0,0,1,3,4,2,5
convidado,9,5,0,3,7,1,1,8
convidados,3,0,0,2,3,3,0,2
convidando,6,0,0,0,3,0,3,2
convidar,11,1,0,3,1,6,2,6
convidei,13,4,0,5,5,3,2,3
convido,3,2,0,1,0,2,1,1
convidou,3,1,0,4,5,2,0,5
convite,3,3,0,1,1,4,1,6
conviver,6,2,0,0,0,2,1,2
convém,6,0,0,7,6,5,3,2
copa,0,0,0,5,0,0,0,4
copacabana,6,1,0,6,5,5,0,1
copo,24,35,0,2,3,3,3,9
coqueiro,1,2,0,6,4,7,5,5
cor,54,15,1,12,18,40,19,45
coragem,44,14,0,15,14,15,10,33
coraçao,11,0,0,1,1,2,3,6
coração,1138,394,33,144,240,335,356,1026
corações,26,11,0,8,1,4,7,22
corda,9,1,0,16,7,7,6,4
cordas,4,4,1,0,0,4,5,1
cordão,2,2,0,2,1,10,3,3
cores,10,2,0,0,4,5,6,11
corinthians,1,0,0,2,0,1,5,0
corisco,3,0,0,1,1,2,2,1
corneta,0,1,0,0,1,1,4,2
corno,11,5,0,0,2,1,7,7
coro,9,3,0,39,1,2,3,2
coroa,7,1,0,6,7,5,3,5
coroné,0,0,0,2,2,3,3,2
corpinho,11,3,0,1,3,4,10,6
corpo,261,63,6,28,42,87,85,251
corpos,9,0,0,1,0,4,0,16
corra,1,2,0,0,0,3,2,4
corre,29,12,3,17,9,30,25,24
corredor,1,0,0,1,2,2,5,3
correio,3,1,0,2,0,0,1,3
correndo,55,24,4,17,23,26,34,56
correnteza,2,1,0,2,1,6,4,3
correr,34,25,4,13,7,13,18,39
correu,5,1,0,3,4,1,2,5
corri,3,1,0,1,2,0,4,5
corria,4,2,0,1,1,1,6,6
corrida,2,0,2,0,5,1,4,9
corro,8,5,0,1,2,6,3,20
corta,11,2,0,9,1,4,4,6
cortando,2,0,0,5,1,3,2,7
cortar,5,3,0,7,3,7,9,8
corte,2,2,0,1,2,6,1,6
corto,2,2,0,0,1,0,2,3
coruja,1,0,0,3,1,2,1,2
costa,4,3,0,0,2,1,1,4
costas,12,2,1,3,5,4,4,5
costume,10,5,0,0,0,2,1,3
cota,1,1,0,2,4,4,1,0
cotovelo,1,2,0,0,1,3,3,0
couro,23,5,0,28,17,19,17,17
cova,3,2,0,0,3,1,4,2
covarde,7,9,0,0,0,3,1,4
covardia,6,1,0,0,0,3,0,3
coxa,9,1,0,1,0,2,0,4
cozinha,8,1,0,10,8,7,13,7
cravo,6,0,0,7,2,1,4,4
creio,4,1,0,4,1,1,1,0
crença,1,0,0,3,2,1,1,1
crer,15,4,0,4,8,7,13,16
cresce,8,2,0,3,2,12,5,6
