clean_lyric
carangueijo tivesse cabeça inteligente carangueijo tivesse cabeça inteligente olha ai cabeça gente cabeça gente adiantado olha pra frente anda adiantado olha pra frente anda olha ai mora lama dificil pegado mora lama dificil pegado carangueijo carangueija carangueijo carangueijinho carangueijo carangueija carangueijo carangueijinho ai ai moda encomoda muda água pro vinho ai ai moda encomoda muda água pro vinho vive seco vive molhado vive seco vive molhado carangueijo cara bicho barbado carangueijo cara bicho barbado carangueijo carangueija carangueijo carangueijinho carangueijo carangueija carangueijo carangueijinho minino moda encomoda muda água pro vinho moda encomoda muda água pro vinho
cantador atravessar provar veneno provar provar veneno querendo acreditar morrer veneno drogaria duvida mané brincadeira besteira veneno perigo duvida sujeito beber morre ai doutor jeito cantador atravessar provar veneno provar provar veneno querendo acreditar morrer veneno veneno carboreto formicida porva estruiquino passado fino iodo permaganato levassio muriato potassio pequeno gramar arseno aguá forte zicar cantador atravessar provar veneno
brasil construindo cidade antigamente sonho hoje realidade ta ficando povoado brasil central riqueza próprias glória trouxe capital gente vê brasília estradas pergunta candango responde pra paulo rio paraná pra pernambuco pro pará cortando mata virgem sol penetrou ligando norte sul brasil amor planalto lindo gente impressão pertinho céu encosta chão tiver malas prontas leve cacarecos leve xodó vê leva homens mulher
antigamente farmacêutico ramo terapêutico doutor simples receituário velho boticário catuaba vassourinha botão raiz fedegoso semente jerimum misture tome jejum hoje dia diferente gente doente doutor avalia senhor doutor pedir pra arranjar remédio pra dor sofrimentos pegou instrumentos receitou pra garganta tome penicilina costas doem tome estreptomicina pra intestino preso tome terramicina afobei tomei cachaçolina
causa dela chorei causa chorou penei penou olha arranjei granfina linda menina arranjou doutor doutor leva vida prosa granfina vejo vida cor rosa conforto algum jogo empatou
pió pió pió pió cantiga perua andam dizendo progresso chegar melhorar homem pra lua verdade crua situação vida ta ficando parecida cantiga perua pió pió pió pió cantiga perua inquizila sujeito entrá fila pra comprá chegar rapaziada pra falar namorada entra fila
gosto bossa camarada venha venha venha reino cabeça cheia ouvir conversas dia dinheiro olhe banco brasil dia pede cem pronto outro cinqüenta jeito banco brasil agüenta gosto bossa dividir cinicamente gosta dinheiro vá enfrentar batente
ô pai ô pai vim pedido senhor ô pai ô pai filhinho casou família moça deixou vosmicê deixar ô pai vosmicê pra choro contente pra casar mamãe disse casasse moça gosta deu gosto dela caso igreja papel ô pai negue pra
passe lapa chofer mulher chegou amizade acabou confirmar verdade disseram respeito mulher
rodou rodopiou parar requebrar molejo bonito cadeiras pra lubrificar cantando gingando maneira botar óleo quebrar
cantar coco preto pilão nego imagem cão cara macaco dente leão nego imagem cão nego pisava estremecia chão nego imagem cão voz nego parecia trovão tá cara nego cão comecei cantando delicadeza firmeza improviso nego indeciso maldoso olhava esperava canto juizo falei sobreando natureza falei beleza deus deu nego viu dava couro ai deu estouro desapareceu
viu vê conhece dona anos botou pano legal castigou pintura malicia vou contar estais caso polícia conhecia palma mão hoje pono luneta ficava situação ditado terra gente ninguém mudaste pasto capim verde melhorou
solteiro tirar trabalho morava pau dalio resolvi casar pensei matutei medi consequencia pra tendencia realizar fiquei resolvido noite encontrei contei desejo namoro noivado casario ninguém mim trabalho deu ninguem mim trabalho deu pra moça casar sozinha ficar comigo morar trabalho deu pra acostumar adaptar contar trabalho deu dia sonha venha cegonha haja vergonha trabalho deu bebê chamouse josé trabalho deu ninguém mim trabalho deu
carnaval perdi amor carnaval passou fiquei desamparado queria linda fantasia porem faltou ordenado riquissima bahiana teria dado riquissima bahiana teria dado conformou desapareceu satisfação deu hoje voltou vista bolo preta fazendo passo moço pregado braço gritava vou
ó menina bonita dorme cama dorme limeira colo rama xexéu bananeira cajueiro abaixa rama ó menina bonita formosa brejeira sai casa pra feira arrastando saia levanta poeira xexéu bananeira cajueiro abaixa rama
precisa pro norte bumba boi bumbá   ê bum bum bumba boi ê bumba boi bumbá   precisa dança reisado imperiá ê bum bum bumba boi ê bumba boi bumbá   dia festejo gente pra rua ê bum bum bumba boi ê bumba boi bumbá   mundo qué espiá dança boi bumbá ê bum bum bum bumba boi   bumba boi bumbá bumba boi bumbá bumba boi bumbá
dia dou ovo sapato galinha pro galo bronqueada cocoró corócocó galo terreiro dei sapato dou cansado sapateiro sapateiro sapateiro galo pra galinha mei terreiro
maranhão festa popular 17 setembro dia josé ribamar protetor dono senhor josé ribamar praia barbosa reunião bebendo tequila água coco comendo cozido camarão deixa praia hora procissão protetor dono senhor josé ribamar largo cruzeiro inté frente convento tao movimento quase andar festa gente pagar promessa senhor josé ribamar protetor dono senhor josé ribamar
ai ai ai pra urubu casa sol tá quente urubu voando sorri gente ai ai dizendo urubu asa pra casa ai ai ai ai ai pra urubu casa chuva cai urubu malandro passa apertado ai ai passarinhos ninho cantam sussegado ai ai ai ai ai pra urubu casa uguria coqueiro manda ai ai urubu molhado emburrujado suspira chora ai ai
gosto maria filha zé angá casar maria ta prefere gozar mocidade felicidade viver namorando segredo rapaz vive comentando maria xodó ficam esperando acabar caritó maria lembra rosabela moça namorava mundo desgosto profundo gostava dela pena vida tinha rosabela hoje querida linda flor
existe povoado mané rufino fole remendado deixa encabulado rufinio sai pé rapado   purum purum purum purum purum purum purum purum purum purum purum purum purum ribeira animado fungado rufino dança pé doer tendo moça salão anime mutier cai noite dia nasce sol ninguém vê   purum purum purum purum purum purum purum purum purum purum purum purum purum rufino arranja xodó fica animado quebra chapéu testa tá aperreado levanta sai ciscando galo arrepiado danado fole sai pé rapado
zé brigão rei confusão aonde chegava dava alteração temia ninguém ah ninguém ultimamente quizumba morro urubu fazendo raça beber querer comer peixe cru zé dizia parada dura marcando 38 cintura desordeiro pra chuchu zé brigão ninguém metia medo cismava apertava dedo ia pro caju zé brigão favela esqueleto chegar deparouse preto negrão valentão negrão zonzeira gritou maneira pro zé brigão hoje ninguém fricote pinote ficar zé brigão achou duro quis puxar fogo seguro acabou fechando paletó
fiz casa pedra tijolo porem tolo vou explicar botei azulejo botei cumieira fiz banheira mandei murar fiz sala frente visita escada bonita corrimão dela pronta faltou cozinha vizinha disse razão ferreiro foice gavião casei padre juiz casa fiz botei patroa festa ano sofri desengano tôa la bebe forte bonito achei esquisito situação menino nasceu faltando nariz vizinha disse razão ferreiro foice gavião vizinha casou quarenta sessenta disse terto moro sabedor amor derão certo passa casal muita familia filha jeito anos casado menino sorrindo responde ferreiro foice gavião
subir morro ouvir som tamborim escola samba pedindo socorro cantando ai ai ai cuidado morro morro cai som tambor estremece morro tamborim morro cair gente ouve escola repetir
chuva caiu céu telhado molhou impede rosinha senhor vige gente amor chuvão deixo amor pra pra pra pra fiz inté promessa virgem rainha pra depressa casar rosinha ano casar casadinho flores quis brotar pro ano belas
cerrero ê ê manda boi andar carro cantando carreiro carreando bonito carrear bonito carrear ê boi carro geme curva pé serra corda corta terra empoeirado boi adestrado precisa ferrão tendo descanso ração chega viagem
cadeira rei vazia será herdeiro trono disseram existe rainha cadeira rei dono quisera felizardo ficar rainha rei morreu rei morreu batucada cadeira rei sendo disputada
passou quebra mar ia ia onda passou pro quebra mar mandou mandou aterrar mar hoje edifício antigamente mar toma conta conta alguém mandou avisar ta
vamos queimar judas traidor vamos gargalhar hora dor vou sair campo desfilando pé menino mulher mundo sambando praça sé
bate bate bate tamborim bate bate bate parar bate bate bate tamborim mulata entrou samba vontade sambar ginga mulata feitiçaria pra samba amanhecer dia mulata ginga pra mulata ginga pra sandália mulata poeira levantar nega entra samba vontade sambar
lei lei samba lei lei gente cantar lei gente batucar lei gente sambar lei gente balançar balançar balançar samba parar balançar balançar lei gente balançar
casa dia passa balaieiro dizendo compro fiado vendo dinheiro jabuticaba pitomba araçá pinha jaracatiá laranja limão caju olha imbu paraibuçada manga rosa manga espada trapiá guagiru casa dia passa balaieiro dizendo compro fiado vendo dinheiro olha genipapo caiu cajá mangaba maracujá saputi melão grua oiti coró maçaranduba ananás graviola melancia olha jambo pará
seguro morreu velho desconfiado vive acordei apavorado sonho sonhei cabrocha viva açougue dava bola pra rocha português açougue coco carne fraca mão português boi vira vaca vou picardia serve osso freguesia gosta dum filé
canta canta azulão canta canta condor juriti cantadeira zabelê cantador choveu araripe roçado verdejou cabra feliz senhor criou algodão tá fulôrando abelha beijando flor canta canta azulão canta canta condor doutor vou contar história pro senhor mulher filho ler doutor cachorrinhos cachorros caçador rompeferro ventania corta vento coéco canta canta azulão canta canta condor mataram pintada guará devorador tamanduá tatu peba conta doutor douto diga feliz cachorrinhos destino legou canta canta azulão canta canta condor juriti cantadeira zabelê cantador choveu araripe roçado verdejou cabra feliz senhor criou algodão tá fulôrando abelha beijando flor
batuque tambor mundo gritando esquindô esquindô turma empurra levando gente querer cai onda gostando
samba melhorou entrou samba sambou tamborim tamborá bate couro pra nega sambar tamborim tamborá deixa cadeiras nega gingar
vendo ando atarefado menino pra monte mulher bonzinho manhoso caculé gosta garoto enxuto caculé paulo causei reboliço frente edifício praça sé chegando praça tinha ninguém deu meia hora encheu mulher paulista ciumento gritava mulheres pirraça enchendo praça feito maré ia cantando desaforo respondia coro banzé
dança twist twist twist garota assanhadinha carça apertadinha twist dançar ê twist sai daqui ê twist sai pra ê twist sai daqui ê twist pra twist americanada zuada guitarra violão twist dança rebolativa   gente viva fica carça mão ê twist sai daqui ê twist pra ê twist sai daqui ê twist pra twist dança moço bonito fica esquisito salão rebolar twist perna chiquinha ficaram fininha twistar
bonito noite joão pras bandas sertão vendo pra contar fogueira lanterna balão animação brincar sanfoneiro ano contratado pra tocar mastigado noite inteira parar batata assada fogueira canjica pamonha milho assado mungunzá moçada salão gente come bebe dança grita viva joão
ba b ba soletra chiquinha b ba chiquinha escola b ba aprender menina azarolha dizia b be professora cansada soava ensinar preste atenção menina b ta frente escreveu b ba mandou chiquinha ler professora descupa senhora escreveu b be
hoje véspera amanhã dia dorme maria voume pra ponta pedra saudade bahia deixo cidade alta terra salvador saudade maria amor saudade acarajé abará ponta pedra vou encontrar vou tantas saudade vontade chorar
  peraí cigarra pra estalar olha olha negocio tá gostosinho bonzinho coisinhas tô gostando josefa oi venha     tá gente armado salão direito desarmar raça hein   tá certo marido   pegue arma cidadão traga cacete traga pra cámuito outro foice vendo pega trabuco outro cidadão punhal tamanho pra trazer salão dança traz pra leva braçado bota cama   adonde   cama   deixa porta aberta   deixa porta aberta so entrego amanha manhã acabar baile pessoal diga ae vou chamar convidado chamase argentino cavalcante cabra chapéu couro cantar pra comeu batata doce melado aipim saiu dizendo hoje tá pra mim hoje tá pra mim hoje tá pra mim cabra danado malcriado atrapalhão jogou trique traque salão mundo falava tava ligando andava sala comendo farofa assoviando
mar enjoa onda querendo enjoar lê lê comigo ô lê lê comigo ô lê lê lê comigo menino mar conheço jogada proa leva onda pra desembarca canoa lê lê
ô capoeira ô berimbau malandro continência frente berimbau passa rasteira moço cuidado mau roda capoeira vive passando rasteira respeite berimbau ô capoeira ô berimbau santo pequenino santo malandréu jogador capoeira copa chapéu buraco velho dente cobra danada morde gente   cobra verde mordeu bento buraco véi cobra
hoje dia beijada vamos saravá dia criança domina cocada pra mim titia paraná derramar   bate palma abre roda crianças chegar cosme damião dogum alegrar cocada pra mim titia paraná derramar
olha samba birim bim bim olha samba birim bim bau olha samba birim bim bim bim bim bim samba legal berimbau bal bal birim birim bim bau bau bau arame chocalho vintém pedaço pau
tava lascá cano tava lascá cano tava lascá cano forró gafieira coriolano   começaram dançando mazurca dança baiana 100 tinha cabra tocando berimbau pra mim instrumentos hora agarrei liodora caí tava lascá cano tava lascá cano tava lascá cano forró gafieira coriolano   liodora ciumenta mulher brincadeira ouviu tilir berimbau começou balançando cadeira pra deixar balançou cocó noite inteira
vi dança sassaruê dança danada pra remexer lembrar bambolê gente mexe mexer   danço samba danço foxtrot danço xaxado veio norte conheço frevo twist baião dancei inovação gostei sassaruê vou mexendo mexer gostei sassaruê vou mexendo mexer
olha claro fogueira olha balão olha tiro ronqueira chega parecer canhão viva joão ai bonitinho trazendo braços carneirinho corre moças pro terreiro animação pra beira fogueira adivinhação pra outro ano casada
vamos simbora gente vamos navegar navio tá marcha navio tá mar linda menina jogue tristeza vamos simbora mundo passear diga mamãe demora navio tá marcha navio tá mar senhora tá sentindo agonia gente vontade enjoar sinal navio verdadeiro navio tá marcha navio tá mar conheço velho setenta anos ficou viúvo preferiu casar falou pra mim vive navegando navio tá marcha navio tá mar
olha vento olha vento    segura morena cuidado vento fazendo estrago canavial jardim balançou roseira sai carreira temporal olha vento olha vento   vento vento   segura morena vento proa balança canoa pra pra segura leme cuidado vida vento leva pro fundo mar
jabaculê samba jabaculê   tricotado tá pé equilíbrio tá mão samba puro mistificação cadência samba jabaculê pédechumbo tricotar vi gorducho samba remexer balanço jabá jabaculê jabaculê samba jabaculê
beber pinga   bebe água camarada pra confusão mei rapaziada tá vendo beber agüardente fica bêbo repente fazendo arruaça bebo calibrinas fico esquinas pra encher passa beber pinga   bebe água camarada pra confusão mei rapaziada olhe acho feio sujeito beber cana   dias semana controlar entra bar beber fiado alguém errado brigar acontece mané ditêca garrafa seca pagar beber pinga   bebe água camarada pra confusão mei rapaziada
comprei berimbau berimbau berimbau negocio berimbau berimbau oh bate palma pessoal berimbau berimbau balanço tá legal legal legal legal menino mestre berimbau berimbau mestre nicolau berimbau berimbau capoeira sentido berimbau berimbau beriba pau pau nicolau berimbau biriba pau pau nicolau
casa bebe come sede consome domingo p senhor mágoa casa água base tililingo mentira senhor vamos pra vou abrir bica senhor escutar tililingo tililingo tililingo olha peleja bica pingo tililingo tililingo tililingo tililingo olha peleja bica pingo mundo reclamando mundo acabando mundo ouvindo bica pingar pingo pingo pingo vamo abrir bica vamo escutar tililingo tililingo tililingo olha peleja bica pingo tililingo tililingo tililingo tililingo olha peleja bica pingo
babá babá babalaô orixá babá babá babalaô direito patuá cabeça bahia pra segurar ô babá babá babá babalaô orixá babá babá babalaô beleza manda coroa rainha escravo ô babá direito patuá cabeça bahia pra segurar ô babá babá babá babalaô orixá babá babá babalaô
vou balançando balançando vou balançando parar balanço samba demoro chego vou onda maré mansa balanço vou frança vou onda maré mansa vou brigit vou morar frança vou trem vou avião vou vou carro caminhão vou negocio brigit vou sputinik saindo galeão
maré maré beira praia espero pra tomar banho mar gozar belo sol praia itapuã melhor olha vou brincar morena beira mar
fala berimbau houver arame pedaço pau fala berimbau fala berimbau fala berimbau moeda arame pedaço pau assunto berimbau bossa berimbau olha sai casa amor voltar amor bater berimbau berimbau berimbau berimbau
  toinho   ein   moças daqui dançam   ah tá   atenção pras damas previnir damas cortar cavaleiro nenhum seja veio pra dançar vá dormir amor deus ambulancia vamos castigar zé calixto novamente
  oh toinho   ein   queria pedir   pede   escuta cavalheiro ai sala dançando deixa dançar tiquinho chapéu couro   peraí filha vou chamar pra cantar castigo tá   ai tá   castiga argentino gosto letra escrevo amor gosto t terminou mundo alguem amor chega avisa ninguem palavra amor docê coração bobo palavra amor docê coração bobo
feliz bodocongó barquinho remo lua remava toa ai ai ai vida bodocongó   bodocongó bodó bodocongó canário verde ai curió bodocongó bodó bodocongó campina vivo feliz bodocongó barquinho remo lua remava toa ai ai ai vida bodocongó   bodocongó bodó bodocongó canário verde ai curió bodocongó bodó bodocongó campina vivo
lê lê lê lê lê lê samba morena lê lê lê lê lê lê samba morena bate bate bico pau fura pau pinicapau bate bate bico pau fura pau pinicapau passarinho bico danado morada oco pau passarinho bico danado morada oco pau
diabo manda secretário vou canoa otário   reconheço vou canoa confusão passa provocando desafio sinto arrepio coração vou onda conto vigário diabo manda secretário   diabo manda secretário vou canoa otário   chega repartição rebuliço confusão sorriso senta cadeira maneira vou contar vou onda conto vigário diabo manda secretário
vou rezar vou rezar pra jesus navegantes mandar vento parar oh jangadeiro jangadeiro rema rema parar machucando vira leme tempestade mar vou rezar vou rezar pra jesus navegantes mandar vento parar ei jangadeiro alto mar perde rotina grão ouro perdido mina implora protetor pede natureza tiralo grandeza plateia divina
babalaô aiê babalaô ê bate surto vou cair samba vou rodando tonto tono deito areia balança ondas mar vida resume balanço balançando vou ninguém quiser balançar comigo deixar balanço sozinho
papai disse viajar avião papai disse viajar papai trem trem avião papai avião papai bonito voa feio cai
zum zum zum zum zum zum capoeira mata zum zum zum zum zum zum capoeira mata samba balança samba balança cai samba tom pedido pai   salve bahia iô iô salve bahia iá iá jogar capoeira berimbau ensinar valhame deus senhor bento buraco velho cobra valhame deus senhor bento buraco velho cobra
tô namorando escurinha copacabana babá babá gente bacana tardinha sai avenida passear babá cachorro madame babá   escurinha babá deixa cachorro madame vamos casar
inglaterra copa mundo pra pra campeonato tinha começado taça dela   mundo caiu esparrela taça dela
passarinho abandonado come aroeira come aroeira pura come aroeira igual passarinho fico triste abandonado sozinho vou chorar vou chorar vou chorar vou chorar paro chorar amor voltar
jamais esquecerei amigo há viveu comigo companheiro jornada épocas passadas chorava sanfona pinho cantava igual passarinho alta madrugada amigo morreu sanfona emudeceu dia senti inspiração fiz choro recordação choro demonstro sentimento muitas coração pulsar alegre fico triste outro amigo pra mim existe dera dia pudesse voltar dorme sono eternidade tumulo escrito “ jazigo saudade ” partiu daqui pra deixou mim despedida recordando boemia alegria sinto alguém
zum zum zum capoeira deixa zunir zum zum zum capoeira zumbi   ninguém proibir capoeira zumbi botei zumbi samba bamba sambava ô capoeira zum zum zum capoeira deixa zunir zum zum zum capoeira zumbi   mestre bimba bahia brinca terreiro chega levantar poeira som berimbau derrubando cabra mau passa rasteira ô capoeira
vila mariana mora gente fica vila fala ninguém   mulher enxerida vila mora senhoras casadas mulher reputação venha residir vila pra confusão vila mariana mora gente fica vila fala ninguém   rapaz transviado vila mora demora chamado atenção valentão perde rebolado apanha calado homem mulher pessoal vila come garfo pra colher
ta roendo ta roendo alguém ta roendo ta roendo ta roendo ta roendo roendo mim ta roendo ta roendo hoje arrependida arrependida arrependida vive chorando chorando chorando mim querida querida querida sobrando sobrando sobrando
araque zé conversa coragem querendo entupir chapa legal baratinho misto liga pra entrar xaveco preciso fosse zé mané papo firme chique vou cair trambique araque zé conversa coragem hora
boiada roendo poeira batendo chocalho roendo galhos catingueira há sombra fonte secou nuvem move chuva chove esturricou estrada vê chifre ossada resto boiada morreu ficou boiadeiro animando parava aboiando aboiando cantando pra chorar ê boi ê boi ê
paraíba ralabucho diferente gente ralabucho som fole cabra puxa sacode   puxa concertina meninas desdobram salão cabra dança fungado mulesta suor cai testa chega inté furar chão   cabra dança noite dia muita mulher
perguntei solteirão casa disse credo cruz ave maria pra homem casar trocar nome hora dia mane sabão mane feijão mane arroz mane mane difícil lua mel mulher engordando sujeito fica apavorado daí menino aperreando papai colo leite pão chupeta ta furada to chupando dedão
amolador   amolador   aço roda apitou menino gritou amolador amolador   carrinho mão passa dia pra ganhar pão   amolador   amolador   aço roda apitou menino gritou amolador amolador   amola tesoura mão facão cozinha serrote pão
oh mana cadê boi mana oh mana boi mana deixei boi amarrado mourão quintal chego procuro acho mana oh mana boi mana vixe oh mana boi mana boi raça boi guia deixei preso quintal sabia olha mana cadê boi mana oh mana boi mana deixei boi amarrado mourão quintal chego acho mana vixe oh mana boi mana oh mana boi mana cadê boi mana olha ai mana cadê boi mana boi raça boi guia deixei preso quintal sabia
dia chego botequim moçada fica alegre amigo praqui amigo pralá amigo chegou pagar ando desconfiado companheiros falar comigo cheio dinheiro pague chopp cachaça café pequeno dia inteiro ausento metem malho ausento metem malho apelido quebragalho
samba samba samba canto samba samba samba samba canto samba rio janeiro mundo samba pedida samba vou castigar vou samba samba ordem samba vou samba samba ordem samba
pombo correio amor amanha vou amanha vou avooando cansada esperar medo amor encontre outro
cachimbo boca sentado toco milagre cura cego cura louco bananeira cacho meia noite mudo falar surdo escutar homem brincadeira quiser curar mironga acende vela pedreira
menina tenha dó mim minisaia olha pedra coração respeita sensibilidade tenha piedade tenha piedade bonito pra gente vê milhão homens pra minisaia tentação coitado coração
pra cantar rojão to to to   raimundinho acompanha eita sanfoneiro macho propriá pra tocar forró samba pra mocidade dançar pra cantar rojão to to to   tiver cachaça mulher pagode raimundo puxando fole acompanha rojão vou madrugada cantando côco baião pra cantar rojão to to to
maria pá virada maria pá virada vi maria hoje acordou apavorada entrou botequim ficou desboqueada maria pá virada rainha maloca gosta tomar biriba fofoca olha vou contar maria pá virada crimes morte assalto mão armada
balanço maria pra dançar forró maria ninguém   maria dança base gafieira ribeira maria xenhenhém dança mundo pra rebolado balanço balanço maria pra dançar forró maria ninguém   maria filha dona raimunda pra dançar xenhenhém zé gamela dança maria ouve gritaria pedindo
lembra zefinha pé pitomba gente conversava casamento vento deixou pra trás lembra zefinha lembra saudade zefinha ai saudade pé pitomba ladeira joá casa amarela gente ia morar diga houve pra gente separar ficar pra pra
há resista motorista amor falte gasolina falte menina morro dor vou pra canto brasil ninguém viu viajar sozinho viajo quentinho cabina cheiro menina encurta viajo agarradinho hoje vou vou falar cancela vista andar xodó culpado motorista
brasileiro vibra fibra jogador norte sul país mundo feliz torcedor paulo corintiano pernambucano torce santa cruz atlético minas gerais time cartaz time seduz brasileiro vibra fibra jogador norte sul país mundo feliz torcedor flamengo guanabara time tá cara mengo paixão torcida força há torcedor torça coração
tinha passarinho preso gaiola bicho cantava dava bola vivia cochilando falando acurau dia repente ficou feliz vou contar aconteceu motivo gaiola abriu passarinho fugiu cantando piu piu piu piu piu piu piu piu passarinho gaiola fugiu   felicidade dia chegou namorada arranjou sabor amor bicho sentiu gaiola fugiu cantando piu piu piu piu piu piu piu piu passarinho gaiola fugiu
